


yyyy/mmdd(or -ddd)/hh.h):2024/  -1/ 8.0LT  geog Lat/Long/Alt= 41.0/ 250.0/ 100.0

NeQuick is used for topside Ne profile
OTSB2012 plasmasphere model w/o  plasmapause
URSI maps are used for the F2 peak density (NmF2)
foF2 STORM model is turned on 
AMTB-2013 model is used for F2 peak height (hmF2)
ABT-2009 option is used for the bottomside thickness parameter B0
Scotto-97 no L   option is used for the F1 occurrence probability
foE auroral storm model is turned off
IRI-1990   option is used for D-region
TBT-2012 with solar dependence is used for the electron temperature
TBKS2021 option is used for the ion temperature
RBV10+TBT15 option is used for ion composition
CGM coordinates not computed
auroral boundaries not computed

Peak Densities/cm-3: NmF2= 542135.0   NmF1=      0.0   NmE=  49521.8
Peak Heights/km:     hmF2=   264.50   hmF1=     0.00   hmE=   110.00

Solar Zenith Angle/degree                              85.3
Dip (Magnetic Inclination)/degree                      66.21
Modip (Modified Dip)/degree                            53.07
Solar Sunspot Number (12-months running mean) Rz12     91.3           
Ionospheric-Effective Solar Index IG12                113.0           
Solar radio flux F10.7 (daily)                        131.2           
Solar radio flux F10.7 (81-day average)               157.9           

-
   H   ELECTRON DENSITY   TEMPERATURES      ION PERCENTAGES[%]*10    1E16m-2
   km  Ne/cm-3 Ne/NmF2 Tn/K  Ti/K  Te/K  O+  N+  H+ He+ O2+ NO+ Clust TEC t/%
  64.0      12  0.000   234   234   234  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  65.0      18  0.000   233   233   233  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  66.0      27  0.000   232   232   232  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  67.0      39  0.000   231   231   231  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  68.0      55  0.000   231   231   231  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  69.0      73  0.000   230   230   230  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  70.0      95  0.000   229   229   229  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  71.0     119  0.000   228   228   228  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  72.0     146  0.000   228   228   228  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  73.0     174  0.000   227   227   227  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  74.0     203  0.000   226   226   226  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  75.0     232  0.000   224   224   224  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  76.0     260  0.000   222   222   222  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  77.0     286  0.001   219   219   219  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  78.0     311  0.001   216   216   216  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  79.0     334  0.001   212   212   212  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  80.0     356  0.001   209   209   209   0   0   0   0   2 998  -1  -1.0  -1
  81.0     376  0.001   205   205   205   0   0   0   0   3 997  -1  -1.0  -1
  82.0     396  0.001   202   202   202   0   0   0   0   3 997  -1  -1.0  -1
  83.0     416  0.001   198   198   198   0   0   0   0   3 997  -1  -1.0  -1
  84.0     454  0.001   194   194   194   0   0   0   0   4 996  -1  -1.0  -1
  85.0     541  0.001   191   191   191   0   0   0   0   5 995  -1  -1.0  -1
  86.0     737  0.001   188   188   188   0   0   0   0   6 994  -1  -1.0  -1
  87.0    1207  0.002   185   185   185   0   0   0   0  11 989  -1  -1.0  -1
  88.0    2039  0.004   182   182   182   0   0   0   0  18 982  -1  -1.0  -1
  89.0    3263  0.006   179   179   179   0   0   0   0  29 971  -1  -1.0  -1
  90.0    4960  0.009   176   176   176   0   0   0   0  44 956  -1  -1.0  -1
  91.0    7187  0.013   174   174   174   0   0   0   0  63 937  -1  -1.0  -1
  92.0    9961  0.018   172   172   172   0   0   0   0  87 913  -1  -1.0  -1
  93.0   13250  0.024   171   171   171   0   0   0   0 118 882  -1  -1.0  -1
  94.0   16968  0.031   170   170   170   0   0   0   0 153 847  -1  -1.0  -1
  95.0   20985  0.039   169   169   169   0   0   0   0 191 809  -1  -1.0  -1
  96.0   25144  0.046   169   169   169   0   0   0   0 230 770  -1  -1.0  -1
  97.0   29272  0.054   170   170   170   0   0   0   0 267 733  -1  -1.0  -1
  98.0   33207  0.061   171   171   171   0   0   0   0 301 699  -1  -1.0  -1
  99.0   36811  0.068   173   173   173   0   0   0   0 332 668  -1  -1.0  -1
 100.0   39982  0.074   176   176   176   0   0   0   0 357 643  -1  -1.0  -1
